school,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Mjob_'at_home',Mjob_'health',Mjob_'other',Mjob_'services',Mjob_'teacher',Fjob_'at_home',Fjob_'health',Fjob_'other',Fjob_'services',Fjob_'teacher',reason_'course',reason_'home',reason_'other',reason_'reputation',guardian_'father',guardian_'mother',guardian_'other',Gvg,Avgalc,Bum
,16,,,,3,3,2,1,0,0,1,0,1,0,1,1,1,4,3,2,1,1,5,4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,9.0,1.0,15.0
,15,,,,1,1,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,10.5,1.0,9.5
,20,,,,1,1,2,3,0,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,13.0,2.0,20.0
,17,,,,2,1,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,14.0,3.0,18.0
,17,,,,2,1,2,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,2,5,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,11.0,1.5,16.5
,16,,,,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,13.0,1.0,8.0
,18,,,,4,4,3,1,0,0,1,0,1,1,1,1,1,4,4,3,2,2,5,4,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,8.0,2.0,18.0
,15,,,,4,2,1,3,0,0,1,0,1,1,1,1,1,3,2,2,1,1,5,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,14.0,1.0,6.0
,15,,,,4,3,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,10.5,1.0,13.0
,17,,,,1,1,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,14.5,2.0,15.0
,16,,,,4,4,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,10.5,1.5,11.0
,18,,,,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,10.5,1.0,28.5
,15,,,,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,10.5,1.0,8.0
,18,,,,3,2,1,3,0,0,1,0,0,1,1,1,1,4,3,4,1,2,2,5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,15.5,1.5,15.5
,15,,,,3,2,1,2,1,0,1,0,0,1,1,1,0,3,3,2,1,1,3,2,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,11.0,1.0,13.0
,17,,,,2,4,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,15.5,1.0,17.0
,17,,,,4,4,1,2,0,0,1,0,0,1,1,1,0,5,2,5,1,1,5,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,14.0,1.0,7.0
,17,,,,2,2,1,2,0,0,1,0,0,1,1,1,1,3,3,1,1,2,4,18,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,11.0,1.5,36.0
,16,,,,3,3,2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,14.0,1.0,9.0
,19,,,,4,4,1,1,1,0,1,0,0,1,1,1,1,3,2,5,4,4,5,5,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,9.5,4.0,23.5
,16,,,,4,4,1,2,0,0,0,0,1,0,1,1,1,4,3,3,2,3,2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,15.0,2.5,11.0
,18,,,,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,14.0,1.0,12.0
,17,,,,2,2,1,2,0,0,1,0,1,1,1,1,0,4,3,4,1,3,4,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,15.0,2.0,10.0
,18,,,,2,2,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,14.0,1.0,13.5
,18,,,,1,1,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,9.0,1.5,11.0
,17,,,,2,1,2,2,0,0,1,0,1,1,1,1,1,4,3,4,2,2,1,10,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,13.5,2.0,25.0
,16,,,,1,1,2,1,0,0,1,0,1,1,1,0,1,3,3,3,1,2,1,8,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,11.5,1.5,22.0
,16,,,,1,2,1,2,0,0,0,0,1,1,0,1,0,4,4,5,1,3,3,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,8.5,2.0,11.0
,16,,,,4,4,1,2,0,0,1,0,0,1,1,1,1,4,3,4,1,2,3,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,8.0,1.5,15.0
,16,,,,2,2,2,2,0,0,1,0,1,0,1,1,1,3,3,3,1,2,3,16,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,11.0,1.5,33.0
,18,,,,2,1,1,2,3,0,1,0,1,1,0,1,1,5,4,5,1,3,5,10,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,9.5,2.0,32.0
,17,,,,1,0,2,2,0,0,0,0,0,1,1,1,1,4,4,5,1,1,4,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,10.0,1.0,10.5
,15,,,,2,1,3,3,0,0,1,0,1,1,1,1,0,5,2,2,1,1,4,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,11.0,1.0,6.0
,16,,,,3,3,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,6,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,12.5,2.5,20.0
,16,,,,4,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,13.5,1.5,9.0
,17,,,,1,2,1,1,0,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,8.5,1.0,11.0
,18,,,,2,2,2,1,1,0,0,0,0,1,0,1,1,5,5,5,1,1,3,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,7.0,1.0,13.0
,17,,,,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.5,1.0,8.0
,18,,,,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,12.5,1.0,9.0
,18,,,,1,2,1,2,1,0,1,0,1,1,1,1,1,3,4,4,2,3,5,9,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,8.5,2.5,27.5
,17,,,,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,7.5,2.0,19.0
,19,,,,1,1,2,2,1,0,1,0,0,1,1,1,1,1,1,4,4,1,1,12,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,7.5,2.5,29.0
,15,,,,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,14.0,1.5,8.0
,15,,,,3,3,1,2,0,0,0,0,0,0,1,0,1,1,3,2,2,3,1,24,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,8.5,2.5,47.0
,17,,,,4,2,1,2,0,1,1,0,1,1,1,1,0,5,5,5,1,3,5,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,8.0,2.0,12.0
,17,,,,4,3,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,2,3,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,17.5,1.5,7.0
,16,,,,4,4,2,3,0,0,1,0,0,1,1,1,1,5,3,5,1,4,5,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,10.5,2.5,11.5
,18,,,,2,1,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,12.0,2.0,13.0
,16,,,,2,2,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,13.0,1.0,15.0
,16,,,,2,2,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,10.5,2.0,33.0
,17,,,,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,12,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,12.0,1.5,28.0
,15,,,,3,3,1,1,0,0,0,0,0,1,1,1,0,5,3,4,4,4,1,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,12.5,4.0,15.0
,17,,,,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,13.5,1.0,13.0
